"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"WikiPathways"	"Reactome Pathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Variability in Percent Con_Abeta  Con"	"Abundance Ratio Variability in Percent siIft88  Con"	"Abundance Ratio Variability in Percent siIft88_Abeta  Con_Abeta"	"Abundance Ratio Variability in Percent siIft88_Abeta  siIft88"	"Abundance Ratio Weight Con_Abeta  Con"	"Abundance Ratio Weight siIft88  Con"	"Abundance Ratio Weight siIft88_Abeta  Con_Abeta"	"Abundance Ratio Weight siIft88_Abeta  siIft88"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"Q62189"	"U1 small nuclear ribonucleoprotein A [OS=Mus musculus]"	"0.000"	"8.835"	"5"	"1"	"13"	"1"	"287"	"31.8"	"9.80"	"34.95"	"1"	"RNA metabolism OR transcription;other metabolic processes;other biological processes"	"nucleus"	"nucleic acid binding activity;other molecular function"	"Pf00076"	"53607"	"Snrpa"	"mmu:53607; Q52LA2; Q62189"	"ENSMUSG00000061479"	"miRNAs and TFs in iPS Cell Generation; mRNA processing"	"mRNA Splicing - Major Pathway"	"3"	"0"	"10.555"	"9.220"	"0.550"	"0.608"	"3.40"	"3.20"	"-0.86"	"-0.72"	"4.2371127273455E-08"	"2.28139727358467E-05"	"0.0276979127752097"	"0.0558788663453254"	"4.55357208416912E-07"	"0.000218925170125326"	"0.172775088338335"	"0.32139661292953"	"42.32"	"36.51"	"60.85"	"48.07"	"21.6837861494936"	"21.3066225640874"	"21.8930278737693"	"21.5729173885498"	"548517.476164935"	"282429.869313069"	""	"266592.911504494"	"2641015.7817544"	"3594882.58203125"	"3960599.34783392"	"3367439.29443201"	"2751357.35412721"	"3656467.18142171"	"2452808.53901898"	"3117962.02183372"	"1400219.35911085"	"2250001.27260614"	"145781.91543238"	"682146.294790479"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q8BP48"	"Methionine aminopeptidase 1 [OS=Mus musculus]"	"0.000"	"8.831"	"6"	"2"	"6"	"2"	"386"	"43.2"	"7.17"	"9.87"	"2"	"protein metabolism;other metabolic processes"	"cytosol"	"other molecular function"	"Pf00557, Pf15801"	"75624"	"Metap1"	"mmu:75624; Q8BP48"	"ENSMUSG00000005813"	""	"Inactivation, recovery and regulation of the phototransduction cascade"	"1"	"0"	"1.955"	"3.043"	"0.655"	"0.364"	"0.97"	"1.61"	"-0.61"	"-1.46"	"0.502231840665615"	"0.089214497373953"	"0.507515692727996"	"0.0028757334281142"	"0.829973714583878"	"0.363290713301736"	"0.827985010072305"	"0.0338708397966625"	"80.31"	"76.53"	"33.36"	"54.12"	"19.8531077433168"	"20.4139615429861"	"20.0797644403961"	"20.5714252002251"	"779920.628350109"	""	""	"231390.984742422"	"706383.498964214"	"690957.4375"	"957813.370298515"	"997776.606104044"	"753727.510969551"	"1542833.06025299"	"1643284.47117935"	"2217293.17926997"	"391574.242383948"	"848097.786645849"	"579872.659519084"	"499832.345591035"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q6PAR0"	"Kelch domain-containing protein 10 [OS=Mus musculus]"	"0.000"	"8.811"	"5"	"1"	"1"	"1"	"439"	"49.0"	"9.32"	"2.38"	"1"	"protein metabolism;other metabolic processes;other biological processes"	"nucleus;other cell component"	"other molecular function"	"Pf01344, Pf13418, Pf13964"	"76788"	"Klhdc10"	"mmu:76788; Q6A095; Q6PAR0; Q8BH94; Q8BPK7; Q8C3Q4; Q8C7G4; Q9CWF4"	"ENSMUSG00000029775"	""	""	"0"	"0"	"0.905"	"0.675"	"0.606"	"0.671"	"-0.14"	"-0.57"	"-0.72"	"-0.58"	"0.677289784497145"	"0.474749763829172"	"0.562453086449579"	"0.593025833141083"	"0.918816397982517"	"0.79509095716254"	"0.852544914749756"	"0.873369296139428"	"38.65"	"60.89"	"16.55"	"44.33"	"19.3004875254475"	"18.9542047689231"	"19.1553238352579"	"18.7670050881589"	"646967.008653986"	""	"380619.564457806"	""	"342225.559202129"	"385228.5"	"589028.479920327"	""	"177718.625262054"	"412735.320237728"	"274244.304071301"	"462732.310849088"	"214340.331580922"	"237763.545180174"	"233386.393629861"	""	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q6PR54"	"Telomere-associated protein RIF1 [OS=Mus musculus]"	"0.000"	"8.810"	"1"	"2"	"7"	"2"	"2419"	"266.1"	"5.57"	"14.83"	"2"	"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes"	"plasma membrane;other membranes;cytoskeleton;nucleus;other cell component"	""	"Pf12231"	"51869"	"Rif1"	"mmu:51869; Q6PR54; Q6T8D9; Q7TPD8; Q8BTU2; Q8C408; Q9CS77"	"ENSMUSG00000036202"	"Mechanisms associated with pluripotency"	"Nonhomologous End-Joining (NHEJ)"	"2"	"0"	"0.814"	"0.546"	"1.039"	"0.856"	"-0.30"	"-0.87"	"0.06"	"-0.22"	"0.474514680809541"	"0.258797831880736"	"0.593063337078738"	"0.855293305418357"	"0.817153724238363"	"0.646525403066813"	"0.867185578484364"	"0.965843323625245"	"36.40"	"9.39"	"50.42"	"50.77"	"19.9056373051599"	"19.6529711100707"	"20.3843988805702"	"20.2076822528773"	"544060.943576306"	"509613.348538048"	"794042.271465716"	""	"635282.399475366"	"742427.734375"	"799162.076108521"	"890853.829070008"	"858633.07958638"	"925516.249306919"	"469054.969673046"	"505749.477465721"	"826548.126713444"	"809766.649387161"	"912468.13188432"	"346621.566498723"	"Peak Found"	"Peak Found"	"High"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q64213"	"Splicing factor 1 [OS=Mus musculus]"	"0.000"	"8.804"	"2"	"1"	"6"	"1"	"653"	"70.4"	"8.98"	"18.65"	"1"	"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00013, Pf00098, Pf16275"	""	"Sf1"	"E9QK02; O08817; P70167; Q61454; Q64213; Q921Z4"	"ENSMUSG00000024949"	""	"mRNA Splicing - Major Pathway"	"1"	"0"	"5.548"	"3.917"	"0.372"	"0.505"	"2.47"	"1.97"	"-1.43"	"-0.98"	"0.00161771618363105"	"0.0279937961698216"	"0.000743009300296249"	"0.0324902592429477"	"0.0130901787188404"	"0.167719352704409"	"0.00798850371933421"	"0.227431814700634"	"46.81"	"49.79"	"26.05"	"24.76"	"21.0198497907669"	"20.473049996521"	"21.254067601421"	"20.8036093577932"	"860916.231528377"	"410505.505332126"	"392596.582282263"	"171716.689228973"	"2155481.73222301"	"2013852.25"	"2301747.36653261"	"2313589.77404938"	"1329992.00586885"	"1458959.95192233"	"1899014.84383586"	"1695219.68393241"	""	""	"674182.108178925"	"956844.258128734"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P63163"	"Small nuclear ribonucleoprotein-associated protein N [OS=Mus musculus]"	"0.000"	"8.803"	"6"	"1"	"10"	"1"	"240"	"24.6"	"11.19"	"38.63"	"1"	"RNA metabolism OR transcription;other metabolic processes"	"nucleus;other cell component"	"nucleic acid binding activity"	"Pf01423"	"20646"	"Snrpn"	"mmu:20646; P14648; P17135; P63163"	"ENSMUSG00000102252"	"mRNA processing"	"mRNA Splicing - Major Pathway"	"2"	"0"	"2.021"	"1.812"	"0.921"	"1.027"	"1.02"	"0.86"	"-0.12"	"0.04"	"0.101855346658653"	"0.160042923906113"	"0.954329391098833"	"0.914381179078911"	"0.383239099736441"	"0.513261099198847"	"0.985941018198795"	"0.982327879920393"	"21.26"	"16.63"	"17.52"	"14.84"	"22.3399975184288"	"22.0389806622933"	"22.802588726591"	"22.5905889515288"	"2253186.21884066"	"2308742.25066872"	"2589013.04187523"	"1941641.79131784"	"4722100.53336567"	"3621232.5"	"5385915.08656273"	"4499871.31215197"	"3603333.74800628"	"3992364.24013348"	"4237186.43420051"	"4630668.63658163"	"3276119.15746055"	"4354178.66328811"	"4347860.28125297"	"4589250.58804494"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"P0C8B4"	"EKC/KEOPS complex subunit GON7 [OS=Mus musculus]"	"0.000"	"8.798"	"16"	"1"	"4"	"1"	"98"	"10.3"	"4.09"	"9.30"	"1"	"RNA metabolism OR transcription;other metabolic processes"	"cytosol;nucleus;other cell component"	""	"Pf15387"	"100233175"	"Gon7"	"mmu:100233175; P0C8B4"	"ENSMUSG00000091931"	""	""	"0"	"0"	"1.012"	"0.896"	"0.847"	"1.017"	"0.02"	"-0.16"	"-0.24"	"0.02"	"0.814524250477694"	"0.738996764958073"	"0.87675146098973"	"0.618190779677516"	"0.94615563653116"	"0.93349374842017"	"0.965123547836708"	"0.885697197092667"	"31.06"	"31.71"	"38.99"	"41.05"	"18.4948699918475"	"18.3621876074375"	"18.7203420527072"	"18.6076284285423"	""	"321460.83616248"	"209403.663580105"	""	"270559.904045401"	""	""	"254568.374493851"	"173134.99678091"	"285943.235881166"	""	"290450.670142325"	"176048.981528737"	"377102.618562603"	"222242.086236716"	""	"n/a"	"High"	"High"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"High"	"High"	"Peak Found"	"n/a"	"1"	"Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q8R349"	"Cell division cycle protein 16 homolog [OS=Mus musculus]"	"0.000"	"8.786"	"2"	"1"	"2"	"1"	"620"	"71.4"	"5.76"	"6.04"	"1"	"cell cycle OR cell proliferation;protein metabolism;other metabolic processes;other biological processes"	"cytoskeleton;nucleus;other cell component"	""	"Pf12895, Pf13424"	"69957"	"Cdc16"	"mmu:69957; Q8R349; Q9CYX9"	"ENSMUSG00000038416"	""	"Antigen processing: Ubiquitination & Proteasome degradation; Inactivation of APC/C via direct inhibition of the APC/C complex; APC/C:Cdc20 mediated degradation of Cyclin B; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase; Regulation of APC/C activators between G1/S and early anaphase; Phosphorylation of the APC/C; APC-Cdc20 mediated degradation of Nek2A; Separation of Sister Chromatids; Senescence-Associated Secretory Phenotype (SASP); Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6"	"16"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8BJY1"	"26S proteasome non-ATPase regulatory subunit 5 [OS=Mus musculus]"	"0.000"	"8.783"	"4"	"2"	"26"	"2"	"504"	"55.9"	"5.21"	"55.98"	"2"	"cell organization and biogenesis"	"other cell component"	""	"Pf10508"	"66998"	"Psmd5"	"A2AUB0; mmu:66998; Q3UFV2; Q5DU49; Q8BJY1; Q8BMA9; Q8VEE9"	"ENSMUSG00000026869"	"Proteasome degradation"	"Downstream TCR signaling; FCERI mediated NF-kB activation; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Antigen processing: Ubiquitination & Proteasome degradation; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Separation of Sister Chromatids; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; The role of GTSE1 in G2/M progression after G2 checkpoint; MAPK6/MAPK4 signaling; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2"	"49"	"0"	"1.245"	"1.076"	"1.028"	"1.190"	"0.32"	"0.11"	"0.04"	"0.25"	"0.614401685948532"	"0.819521915871222"	"0.603187841947714"	"0.34404641679572"	"0.892140985017588"	"0.952180186622854"	"0.869625175385846"	"0.731201307811275"	"50.93"	"40.68"	"21.58"	"17.37"	"23.7104723205621"	"23.403461803009"	"24.1574310069185"	"23.9388028547593"	"6091764.91276045"	"7741411.40199837"	"8518009.49246986"	"14690604.9931498"	"12083132.7021515"	"9188459.5"	"11060193.7569536"	"10698001.858344"	"8776347.68175497"	"9063801.61584308"	"9917652.47710339"	"8704765.47348227"	"12102074.6719583"	"9686092.18244048"	"10713907.8421245"	"11001882.6158339"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"O35609"	"Secretory carrier-associated membrane protein 3 [OS=Mus musculus]"	"0.000"	"8.762"	"5"	"1"	"2"	"1"	"349"	"38.4"	"7.64"	"7.07"	"1"	"transport;other biological processes"	"other membranes;ER/Golgi;other cytoplasmic organelle;other cell component"	"other molecular function"	"Pf04144"	"24045"	"Scamp3"	"mmu:24045; O35609; Q3TUV6; Q99M48; Q9ERM9"	"ENSMUSG00000028049"	""	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"High"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9D7A6"	"Signal recognition particle 19 kDa protein [OS=Mus musculus]"	"0.000"	"8.749"	"17"	"1"	"3"	"1"	"144"	"16.2"	"9.96"	"11.20"	"1"	"cell organization and biogenesis;transport"	"cytosol;translational apparatus;nucleus;other cell component"	"translation activity;nucleic acid binding activity"	"Pf01922"	""	"Srp19"	"Q9D7A6"	""	""	"SRP-dependent cotranslational protein targeting to membrane"	"1"	"0"	"2.428"	"2.182"	"1.082"	"1.205"	"1.28"	"1.13"	"0.11"	"0.27"	"0.145515440312831"	"0.211108495871887"	"0.389160435302932"	"0.39022173318721"	"0.488222048034951"	"0.582149790858712"	"0.79364902626088"	"0.766451452037029"	"39.12"	"38.04"	"27.80"	"26.88"	"21.0484550506798"	"20.7269546423073"	"21.6666274411551"	"21.4654749201551"	"624505.31445365"	""	""	"1058386.22542623"	"1803074.03625431"	"2160673.5"	"1972695.89454796"	"1951622.66520244"	"1895263.61627736"	"1737656.34984682"	"1705142.34238124"	"1659704.17535215"	"2708229.88171689"	"1397438.86715645"	"2351530.63885531"	"1940840.59422198"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"O35379"	"Multidrug resistance-associated protein 1 [OS=Mus musculus]"	"0.000"	"8.745"	"1"	"1"	"1"	"1"	"1528"	"171.1"	"7.36"	"2.58"	"1"	"cell organization and biogenesis;stress response;transport;other biological processes"	"plasma membrane;other membranes;other cell component"	"transporter activity;other molecular function"	"Pf00005, Pf00664"	"17250"	"Abcc1"	"mmu:17250; O35379"	"ENSMUSG00000023088"	""	"Synthesis of Leukotrienes (LT) and Eoxins (EX); Transport of RCbl within the body; Cytoprotection by HMOX1; Heme degradation; ABC-family proteins mediated transport; Paracetamol ADME"	"6"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8K3W0"	"BRISC and BRCA1-A complex member 2 [OS=Mus musculus]"	"0.000"	"8.725"	"6"	"2"	"19"	"2"	"383"	"43.5"	"5.94"	"11.40"	"2"	"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes"	"cytosol;nucleus;other cell component"	"signal transduction activity or receptor binding;other molecular function"	"Pf06113"	"107976"	"Babam2"	"mmu:107976; Q497G6; Q6P8Z2; Q8BKU1; Q8CJ13; Q8JZP0; Q8K3V9; Q8K3W0; Q8VHN1"	"ENSMUSG00000052139"	""	"Metalloprotease DUBs; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; Nonhomologous End-Joining (NHEJ)"	"5"	"0"	"0.733"	"1.100"	"1.223"	"0.753"	"-0.45"	"0.14"	"0.29"	"-0.41"	"0.241592389804874"	"0.994784448728869"	"0.189033292981619"	"0.295136627246765"	"0.641077336835619"	"0.999404885852356"	"0.597300587599188"	"0.692448136723793"	"79.54"	"42.08"	"39.13"	"19.40"	"21.4282380555143"	"21.7077255016844"	"21.3416769741789"	"21.6367909317449"	"2119516.6444595"	"3231602.47406634"	"2318019.76344035"	"2842965.59903905"	"1631597.26561704"	"1641424.8125"	"1757502.63811736"	"2520729.78555614"	"1740842.02181469"	"2887884.3038981"	"2875261.65387082"	"2855754.3549457"	"1335826.55291166"	"1387378.1523661"	"1742524.6448668"	"719289.843122558"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	"Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q8CDN6"	"Thioredoxin-like protein 1 [OS=Mus musculus]"	"0.000"	"8.722"	"5"	"1"	"6"	"1"	"289"	"32.2"	"4.96"	"13.38"	"1"	"other biological processes"	"cytosol;nucleus;other cell component"	"other molecular function"	"Pf00085, Pf06201"	"53382"	"Txnl1"	"mmu:53382; O70379; Q3TI92; Q8CDN6"	"ENSMUSG00000024583"	""	"RND2 GTPase cycle; RHOU GTPase cycle; RND3 GTPase cycle; RND1 GTPase cycle; RHOV GTPase cycle; RHOBTB1 GTPase cycle; RHOBTB2 GTPase cycle"	"7"	"0"	"0.205"	"0.233"	"1.508"	"1.214"	"-2.28"	"-2.10"	"0.59"	"0.28"	"0.00308043022332516"	"0.0120527214371964"	"0.189204531472613"	"0.387165082015243"	"0.022587632277218"	"0.0832096700423678"	"0.597300587599188"	"0.764760847635893"	"2.43"	"18.15"	"19.39"	"34.70"	"19.9644746826602"	"19.9449150962272"	"19.1498859279717"	"19.1153056011373"	"1377412.77777755"	""	""	""	"291316.568435513"	"284229"	"180080.546397828"	"281803.950355124"	"285897.25402107"	"320890.520170837"	""	"659167.392731605"	"334173.171889903"	"426887.425061815"	"482709.448431776"	"404905.378445588"	"High"	"n/a"	"n/a"	"n/a"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8R2Y8"	"Peptidyl-tRNA hydrolase 2, mitochondrial [OS=Mus musculus]"	"0.000"	"8.712"	"10"	"1"	"2"	"1"	"181"	"19.5"	"7.42"	"6.98"	"1"	"other biological processes"	"cytosol"	"other molecular function"	"Pf01981"	"217057"	"Ptrh2"	"mmu:217057; Q8BI01; Q8BI31; Q8R2Y8"	"ENSMUSG00000072582"	""	"Ub-specific processing proteases"	"1"	"0"	"1.099"	"0.357"	"0.423"	"1.300"	"0.14"	"-1.48"	"-1.24"	"0.38"	"0.950034983524632"	"0.0995220913405226"	"0.198620488892678"	"0.280202521512504"	"0.989722341900733"	"0.387351046526473"	"0.616527112537369"	"0.681851381723033"	"31.13"	"29.70"	"31.13"	"29.70"	"19.0615492701146"	"18.1993532851908"	"18.9338780979384"	"17.9581616218587"	"359295.064811492"	""	""	""	"200044.150349639"	"507216.375"	"448300.053237776"	"347756.427970019"	"105261.02987239"	"156728.116242755"	""	""	""	"166962.100536482"	""	""	"Peak Found"	"n/a"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"n/a"	"Peak Found"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q921E6"	"Polycomb protein EED [OS=Mus musculus]"	"0.000"	"8.699"	"8"	"3"	"5"	"3"	"441"	"50.2"	"7.03"	"2.66"	"3"	"cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes"	"cytosol;nucleus;other cell component"	"enzyme regulator activity;nucleic acid binding activity;other molecular function"	"Pf00400"	"13626"	"Eed"	"mmu:13626; P97462; Q921E6"	"ENSMUSG00000030619"	"Mechanisms associated with pluripotency"	"PKMTs methylate histone lysines; Transcriptional Regulation by E2F6; Regulation of PTEN gene transcription; PRC2 methylates histones and DNA; Oxidative Stress Induced Senescence"	"6"	"0"	"1.788"	"1.513"	"0.859"	"0.953"	"0.84"	"0.60"	"-0.22"	"-0.07"	"0.324461087858573"	"0.545171733840449"	"0.85698289354625"	"0.903254539568529"	"0.731686348292219"	"0.829597491052617"	"0.963711539576998"	"0.980230005047483"	"17.03"	"29.54"	"7.68"	"16.57"	"21.4573753029505"	"21.2253436785716"	"21.9303391743798"	"21.7670090334565"	"1017790.22715069"	"1856642.69948084"	"2071677.5506796"	"2113400.38024024"	"2203174.77097768"	"1953340.5703125"	"1819002.59686265"	"1983645.07676333"	"2491047.22923047"	"1954575.16465348"	"1730250.80285137"	"1939842.79788484"	"2448608.31853881"	"2609535.39295074"	"2663829.63415073"	"68137.2248956376"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"1"	""
